"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42045404800","39.857912","-75.351528","630107","0","0.24","0.00","PA","1","2","23","42","045","20","","","","","","0","","404800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2722","390","2625","14.9","2722","2722","2722","0","0","0","0","2722","588","1901","0","0","0","210","23","808","153","61","58","53","69","47","78","24","60","55","66","44","21","5","0","14"
"42045404900","39.855712","-75.357016","374108","0","0.14","0.00","PA","1","2","23","42","045","20","","","","","","0","","404900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1768","236","1730","13.6","1768","1768","1768","0","0","0","0","1768","110","1349","5","4","0","264","36","581","142","91","42","48","48","49","13","44","23","38","12","11","20","0","0","0"
"42045405000","39.850462","-75.364079","1184094","0","0.46","0.00","PA","1","2","23","42","045","20","","","","","","0","","405000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2486","358","2413","14.8","2486","2486","2486","0","0","0","0","2486","191","2104","0","16","0","69","106","1066","355","119","61","52","67","98","35","48","41","59","38","46","20","9","10","8"
"42045405100","39.846970","-75.374448","962513","0","0.37","0.00","PA","1","2","23","42","045","20","","","","","","0","","405100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2201","360","2312","15.6","2201","2201","2201","0","0","0","0","2201","26","2175","0","0","0","0","0","821","182","110","42","60","57","71","23","34","24","76","59","51","21","4","7","0"
"42045405200","39.842501","-75.382485","762133","0","0.29","0.00","PA","1","2","23","42","045","20","","","","","","0","","405200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2721","413","2721","15.2","2721","2721","2721","0","0","0","0","2721","41","2636","0","22","0","22","0","1064","243","175","148","85","66","78","31","53","18","46","47","49","11","14","0","0"
"42045405300","39.838795","-75.394802","732791","0","0.28","0.00","PA","1","2","23","42","045","20","","","","","","0","","405300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3574","526","3574","14.7","3574","3574","3574","0","0","0","0","3574","401","2948","0","27","0","130","68","1230","255","115","91","85","98","136","98","74","35","91","75","30","22","15","4","6"
"42045405400","39.835362","-75.399440","702743","0","0.27","0.00","PA","1","2","23","42","045","20","","","","","","0","","405400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2282","322","2379","13.5","2282","2282","2282","0","0","0","0","2282","386","1877","7","0","0","0","12","850","158","107","68","90","76","74","50","22","20","106","44","11","7","6","0","11"
"42045405600","39.837912","-75.372474","2743846","3020346","1.06","1.17","PA","1","2","23","42","045","20","","","","","","0","","405600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1623","240","1640","14.6","1623","1623","1623","0","0","0","0","1623","279","1192","9","0","0","143","0","237","25","33","14","25","32","26","20","0","0","5","34","6","7","10","0","0"
"42045405700","39.833903","-75.387478","739470","0","0.29","0.00","PA","1","2","23","42","045","20","","","","","","0","","405700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2016","274","2035","13.5","2016","2016","2016","0","0","0","0","2016","192","1770","0","5","0","9","40","807","162","110","82","98","60","64","19","55","39","26","21","55","16","0","0","0"
"42045405800","39.843112","-75.368984","595361","0","0.23","0.00","PA","1","2","23","42","045","20","","","","","","0","","405800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2410","312","2374","13.1","2410","2410","2410","0","0","0","0","2410","16","2299","0","0","8","87","0","864","248","90","108","54","91","61","63","20","8","56","28","25","12","0","0","0"
"42045406100","39.866562","-75.378307","538779","0","0.21","0.00","PA","1","2","23","42","045","20","","","","","","0","","406100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2267","522","2267","23.0","2267","2267","2267","0","0","0","0","2267","2132","92","6","9","0","9","19","877","45","34","39","61","69","85","59","60","41","136","141","80","8","4","4","11"
"42045406201","39.864929","-75.387618","1642704","0","0.63","0.00","PA","1","2","23","42","045","20","","","","","","0","","406201","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2932","439","2932","15.0","2932","2932","2932","0","0","0","0","2932","2809","44","0","64","0","0","15","1166","55","78","77","26","87","33","91","123","66","115","192","135","64","18","0","6"
"42045406202","39.875123","-75.392599","2752548","14056","1.06","0.01","PA","1","2","23","42","045","20","","","","","","0","","406202","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5053","592","5053","11.7","5053","5053","5053","0","0","0","0","5053","4826","134","8","37","0","48","0","2295","78","106","108","111","167","170","191","85","136","268","248","366","161","94","0","6"
"42045406300","39.856762","-75.379429","1736983","0","0.67","0.00","PA","1","2","23","42","045","20","","","","","","0","","406300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2977","440","2977","14.8","2977","2977","2977","0","0","0","0","2977","2268","532","45","0","0","81","51","1108","143","97","98","102","133","47","65","27","73","70","84","91","59","0","19","0"
"42045406401","39.855262","-75.392938","482423","0","0.19","0.00","PA","1","2","23","42","045","20","","","","","","0","","406401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2958","422","2935","14.4","2958","2958","2958","0","0","0","0","2958","871","1984","37","8","0","15","43","961","35","31","45","86","84","82","87","24","65","118","122","106","44","19","0","13"
"42045406402","39.844781","-75.393883","3129169","0","1.21","0.00","PA","1","2","23","42","045","20","","","","","","0","","406402","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1646","273","1669","16.4","1646","1646","1646","0","0","0","0","1646","219","1320","0","0","40","17","50","675","194","74","51","42","71","55","7","25","18","62","54","22","0","0","0","0"
"42045406500","39.828612","-75.403599","2733289","728133","1.06","0.28","PA","1","2","23","42","045","20","","","","","","0","","406500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1854","372","1901","19.6","1854","1854","1854","0","0","0","0","1854","1597","171","3","18","0","22","43","698","85","111","43","17","45","57","27","31","22","75","103","39","30","5","8","0"
"42045406600","39.818212","-75.415561","2915464","1289074","1.13","0.50","PA","1","2","23","42","045","20","","","","","","0","","406600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2314","546","2314","23.6","2314","2314","2314","0","0","0","0","2314","2143","109","0","0","0","22","40","923","188","84","70","58","90","60","47","38","48","68","93","61","12","0","6","0"
"42045406700","39.824125","-75.425868","2884327","0","1.11","0.00","PA","1","2","23","42","045","20","","","","","","0","","406700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3591","554","3591","15.4","3591","3591","3591","0","0","0","0","3591","3434","100","2","22","0","6","27","1268","91","108","62","119","78","124","76","85","59","123","197","80","26","21","6","13"
"42045406801","39.848262","-75.435271","6222086","0","2.40","0.00","PA","1","2","23","42","045","20","","","","","","0","","406801","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4431","676","4431","15.3","4431","4431","4431","0","0","0","0","4431","3756","490","0","105","0","16","64","1680","40","67","101","92","81","78","90","75","93","188","222","355","138","37","19","4"
"42045406802","39.833318","-75.429800","4980833","46475","1.92","0.02","PA","1","2","23","42","045","20","","","","","","0","","406802","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4611","720","4611","15.6","4611","4611","4611","0","0","0","0","4611","3877","603","0","35","0","5","91","1727","106","97","125","146","113","80","77","86","113","205","264","172","76","26","11","30"
"42045406803","39.839172","-75.455501","6188416","0","2.39","0.00","PA","1","2","23","42","045","20","","","","","","0","","406803","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7800","927","7800","11.9","7800","7800","7800","0","0","0","0","7800","6866","542","0","230","0","0","162","3074","224","138","101","146","154","59","154","211","171","240","357","593","301","100","71","54"
"42045406902","39.864412","-75.414230","4838399","0","1.87","0.00","PA","1","2","23","42","045","20","","","","","","0","","406902","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6278","737","6278","11.7","6278","6278","6278","0","0","0","0","6278","6026","44","7","48","0","0","153","2265","90","73","90","118","101","107","135","148","181","150","482","335","93","53","57","52"
"42045406903","39.863011","-75.437843","3248462","0","1.25","0.00","PA","1","2","23","42","045","20","","","","","","0","","406903","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5424","804","5424","14.8","5424","5424","5424","0","0","0","0","5424","5319","39","0","19","0","4","43","1948","72","59","107","71","57","99","102","112","151","141","241","379","202","90","58","7"
